Student_Name,Semester,Attendance,Assignment,Tutorial,Incourse,Final,GPA,Total_Marks,Risk_Status
Nadia Islam,2nd Year - Sem 1,23,9,15,36,52,4.0,112,Safe
Tashin Tuhin,4th Year - Sem 2,19,5,15,24,30,2.75,74,Medium Risk
Shibay Yadav,2nd Year - Sem 1,24,9,17,39,54,4.0,119,Safe
Rakib Hasan,3rd Year - Sem 2,18,6,13,22,33,2.75,74,Medium Risk
Karim Uddin,1st Year - Sem 2,17,8,10,26,40,3.0,84,Safe
Tashin Tuhin,3rd Year - Sem 2,19,8,12,28,30,3.0,78,Safe
Karim Uddin,2nd Year - Sem 1,24,8,15,35,52,4.0,110,Safe
Tashin Tuhin,4th Year - Sem 2,4,3,9,14,4,0.0,30,High Risk
Nadia Islam,2nd Year - Sem 2,20,7,11,22,43,3.0,83,Safe
Nadia Islam,1st Year - Sem 2,9,1,2,12,14,0.0,29,High Risk
Tashin Tuhin,2nd Year - Sem 1,24,10,17,37,45,4.0,109,Safe
Rakib Hasan,4th Year - Sem 2,16,6,13,27,34,3.0,80,Safe
Shibay Yadav,3rd Year - Sem 1,5,5,10,15,10,0.0,40,High Risk
Nadia Islam,3rd Year - Sem 1,20,5,15,21,30,2.5,71,Medium Risk
Shibay Yadav,4th Year - Sem 2,15,6,12,23,31,2.75,72,Medium Risk
Shibay Yadav,4th Year - Sem 1,24,10,20,30,51,4.0,111,Safe
Tashin Tuhin,3rd Year - Sem 1,12,7,12,27,34,3.0,80,Safe
Ahad Ali,1st Year - Sem 1,20,5,11,26,43,3.25,85,Safe
Karim Uddin,2nd Year - Sem 1,23,10,19,30,45,4.0,104,Safe
Shibay Yadav,2nd Year - Sem 2,21,8,20,34,57,4.0,119,Safe
Rakib Hasan,4th Year - Sem 2,18,7,11,27,36,3.0,81,Safe
Ahad Ali,3rd Year - Sem 1,13,7,14,26,45,3.5,92,Safe
Ahad Ali,4th Year - Sem 1,18,8,14,27,35,3.0,84,Safe
Tashin Tuhin,2nd Year - Sem 2,0,2,6,16,22,0.0,46,High Risk
Karim Uddin,1st Year - Sem 1,23,9,19,33,59,4.0,120,Safe
Rakib Hasan,1st Year - Sem 1,21,10,17,32,56,4.0,115,Safe
Rakib Hasan,4th Year - Sem 2,14,8,13,28,32,3.0,81,Safe
Rakib Hasan,1st Year - Sem 1,5,5,8,3,13,0.0,29,High Risk
Nadia Islam,3rd Year - Sem 1,10,2,6,2,9,0.0,19,High Risk
Rakib Hasan,4th Year - Sem 2,14,7,14,24,40,3.25,85,Safe
Karim Uddin,3rd Year - Sem 1,20,10,17,34,51,4.0,112,Safe
Shibay Yadav,4th Year - Sem 1,20,6,13,29,44,3.5,92,Safe
Karim Uddin,1st Year - Sem 2,17,8,10,22,31,2.5,71,Medium Risk
Rakib Hasan,3rd Year - Sem 1,1,1,5,0,6,0.0,12,High Risk
Rakib Hasan,2nd Year - Sem 1,14,8,14,30,34,3.25,86,Safe
Ahad Ali,2nd Year - Sem 2,20,10,16,35,59,4.0,120,Safe
Tashin Tuhin,1st Year - Sem 1,20,8,14,26,31,3.0,79,Safe
Shibay Yadav,1st Year - Sem 1,18,6,15,23,36,3.0,80,Safe
Shibay Yadav,4th Year - Sem 1,18,5,15,21,36,2.75,77,Medium Risk
Karim Uddin,2nd Year - Sem 1,19,7,14,28,43,3.5,92,Safe
Nadia Islam,4th Year - Sem 2,20,8,12,25,37,3.0,82,Safe
Nadia Islam,2nd Year - Sem 1,16,7,15,30,36,3.25,88,Safe
Ahad Ali,1st Year - Sem 1,24,8,18,37,49,4.0,112,Safe
Rakib Hasan,2nd Year - Sem 1,19,6,14,26,43,3.25,89,Safe
Nadia Islam,3rd Year - Sem 1,15,7,13,26,37,3.0,83,Safe
Rakib Hasan,1st Year - Sem 2,17,7,15,22,34,3.0,78,Safe
Rakib Hasan,3rd Year - Sem 1,22,8,17,34,52,4.0,111,Safe
Tashin Tuhin,3rd Year - Sem 1,7,1,4,20,20,0.0,45,High Risk
Tashin Tuhin,2nd Year - Sem 2,3,1,7,11,9,0.0,28,High Risk
Karim Uddin,2nd Year - Sem 1,11,5,8,13,12,0.0,38,High Risk
Ahad Ali,4th Year - Sem 1,19,5,15,25,33,3.0,78,Safe
Nadia Islam,3rd Year - Sem 2,20,10,18,32,56,4.0,116,Safe
Karim Uddin,3rd Year - Sem 2,12,8,13,30,45,3.5,96,Safe
Ahad Ali,3rd Year - Sem 2,0,3,3,18,26,0.0,50,High Risk
Tashin Tuhin,2nd Year - Sem 1,6,4,3,16,7,0.0,30,High Risk
Ahad Ali,3rd Year - Sem 2,21,8,17,39,52,4.0,116,Safe
Tashin Tuhin,4th Year - Sem 1,22,8,18,36,53,4.0,115,Safe
Ahad Ali,1st Year - Sem 2,4,3,7,2,25,0.0,37,High Risk
Ahad Ali,3rd Year - Sem 1,20,9,17,35,60,4.0,121,Safe
Ahad Ali,4th Year - Sem 1,18,5,14,23,36,3.0,78,Safe
Tashin Tuhin,1st Year - Sem 1,20,7,13,20,34,2.75,74,Medium Risk
Rakib Hasan,4th Year - Sem 2,22,9,15,38,56,4.0,118,Safe
Tashin Tuhin,3rd Year - Sem 1,3,0,7,3,2,0.0,12,High Risk
Nadia Islam,3rd Year - Sem 1,24,9,16,30,60,4.0,115,Safe
Rakib Hasan,3rd Year - Sem 2,4,3,10,6,27,0.0,46,High Risk
Karim Uddin,3rd Year - Sem 1,20,8,20,32,53,4.0,113,Safe
Shibay Yadav,2nd Year - Sem 1,22,10,17,30,48,4.0,105,Safe
Nadia Islam,2nd Year - Sem 2,4,5,1,9,30,0.0,45,High Risk
Ahad Ali,4th Year - Sem 2,12,7,12,20,41,3.0,80,Safe
Shibay Yadav,3rd Year - Sem 1,21,9,19,37,58,4.0,123,Safe
Nadia Islam,4th Year - Sem 2,20,9,18,38,46,4.0,111,Safe
Nadia Islam,4th Year - Sem 2,20,10,19,38,57,4.0,124,Safe
Nadia Islam,3rd Year - Sem 1,22,8,18,31,49,4.0,106,Safe
Tashin Tuhin,1st Year - Sem 1,20,10,17,30,60,4.0,117,Safe
Shibay Yadav,1st Year - Sem 2,11,2,7,17,26,2.0,52,High Risk
Karim Uddin,1st Year - Sem 1,22,9,15,31,56,4.0,111,Safe
Karim Uddin,2nd Year - Sem 2,19,7,14,29,30,3.0,80,Safe
Ahad Ali,4th Year - Sem 2,16,7,12,27,43,3.25,89,Safe
Shibay Yadav,1st Year - Sem 2,24,8,15,32,48,3.75,103,Safe
Tashin Tuhin,1st Year - Sem 2,24,8,15,38,46,4.0,107,Safe
Nadia Islam,2nd Year - Sem 1,23,10,20,37,45,4.0,112,Safe
Nadia Islam,2nd Year - Sem 1,12,7,14,23,34,3.0,78,Safe
Karim Uddin,2nd Year - Sem 1,23,9,17,33,60,4.0,119,Safe
Tashin Tuhin,3rd Year - Sem 1,20,9,15,40,47,4.0,111,Safe
Karim Uddin,2nd Year - Sem 2,13,6,10,25,38,3.0,79,Safe
Shibay Yadav,3rd Year - Sem 1,22,10,19,35,45,4.0,109,Safe
Ahad Ali,4th Year - Sem 1,21,9,17,40,57,4.0,123,Safe
Karim Uddin,2nd Year - Sem 2,23,9,20,39,55,4.0,123,Safe
Tashin Tuhin,4th Year - Sem 1,17,7,11,23,40,3.0,81,Safe
Shibay Yadav,4th Year - Sem 2,24,9,20,39,47,4.0,115,Safe
Tashin Tuhin,2nd Year - Sem 2,19,5,11,23,44,3.0,83,Safe
Nadia Islam,3rd Year - Sem 1,20,5,12,29,44,3.25,90,Safe
Ahad Ali,2nd Year - Sem 2,20,8,17,36,48,4.0,109,Safe
Karim Uddin,3rd Year - Sem 1,14,7,15,27,39,3.25,88,Safe
Karim Uddin,3rd Year - Sem 1,10,1,10,7,16,0.0,34,High Risk
Ahad Ali,3rd Year - Sem 1,24,8,19,32,51,4.0,110,Safe
Rakib Hasan,4th Year - Sem 1,18,6,13,23,30,2.75,72,Medium Risk
Nadia Islam,1st Year - Sem 1,14,8,11,25,38,3.0,82,Safe
Ahad Ali,3rd Year - Sem 1,21,9,17,33,55,4.0,114,Safe
Nadia Islam,2nd Year - Sem 2,14,6,15,27,38,3.25,86,Safe
Karim Uddin,4th Year - Sem 1,13,7,15,21,38,3.0,81,Safe
Rakib Hasan,2nd Year - Sem 1,23,9,17,34,50,4.0,110,Safe
Ahad Ali,2nd Year - Sem 1,22,8,20,32,56,4.0,116,Safe
Nadia Islam,1st Year - Sem 1,20,9,19,30,57,4.0,115,Safe
Tashin Tuhin,1st Year - Sem 2,13,8,13,29,45,3.5,95,Safe
Tashin Tuhin,2nd Year - Sem 1,13,6,13,24,34,2.75,77,Medium Risk
Ahad Ali,1st Year - Sem 2,21,9,20,37,52,4.0,118,Safe
Ahad Ali,2nd Year - Sem 2,23,8,16,39,54,4.0,117,Safe
Shibay Yadav,3rd Year - Sem 1,15,7,13,24,35,3.0,79,Safe
Ahad Ali,4th Year - Sem 1,24,9,18,31,60,4.0,118,Safe
Tashin Tuhin,3rd Year - Sem 1,8,5,8,11,22,0.0,46,High Risk
Karim Uddin,1st Year - Sem 2,18,7,13,27,43,3.25,90,Safe
Tashin Tuhin,3rd Year - Sem 2,13,7,13,29,37,3.25,86,Safe
Shibay Yadav,1st Year - Sem 2,7,3,1,10,28,0.0,42,High Risk
Shibay Yadav,3rd Year - Sem 2,20,5,13,26,33,2.75,77,Medium Risk
Rakib Hasan,2nd Year - Sem 1,23,9,20,31,49,4.0,109,Safe
Rakib Hasan,2nd Year - Sem 1,12,5,15,25,41,3.25,86,Safe
Rakib Hasan,1st Year - Sem 2,17,5,14,27,37,3.0,83,Safe
Tashin Tuhin,1st Year - Sem 2,20,8,15,33,60,4.0,116,Safe
Tashin Tuhin,3rd Year - Sem 2,22,8,20,34,56,4.0,118,Safe
Karim Uddin,3rd Year - Sem 2,20,9,15,34,49,4.0,107,Safe
Tashin Tuhin,1st Year - Sem 1,20,10,20,33,49,4.0,112,Safe
Ahad Ali,1st Year - Sem 1,24,10,16,34,52,4.0,112,Safe
Rakib Hasan,3rd Year - Sem 1,12,5,10,23,45,3.0,83,Safe
Nadia Islam,3rd Year - Sem 1,24,8,17,38,48,4.0,111,Safe
Ahad Ali,2nd Year - Sem 1,16,5,14,28,38,3.25,85,Safe
Ahad Ali,1st Year - Sem 2,20,9,15,30,55,4.0,109,Safe
Nadia Islam,1st Year - Sem 2,3,3,1,4,26,0.0,34,High Risk
Karim Uddin,4th Year - Sem 2,22,9,20,33,58,4.0,120,Safe
Shibay Yadav,4th Year - Sem 2,21,9,18,40,49,4.0,116,Safe
Rakib Hasan,3rd Year - Sem 1,22,8,16,40,59,4.0,123,Safe
Shibay Yadav,2nd Year - Sem 2,20,8,17,40,58,4.0,123,Safe
Ahad Ali,1st Year - Sem 1,20,9,17,34,59,4.0,119,Safe
Ahad Ali,4th Year - Sem 2,14,5,15,22,32,2.75,74,Medium Risk
Karim Uddin,4th Year - Sem 2,9,0,6,11,17,0.0,34,High Risk
Ahad Ali,4th Year - Sem 2,14,8,11,28,33,3.0,80,Safe
Shibay Yadav,4th Year - Sem 2,22,8,20,37,55,4.0,120,Safe
Ahad Ali,1st Year - Sem 2,20,7,14,26,43,3.25,90,Safe
Nadia Islam,1st Year - Sem 2,23,10,16,38,45,4.0,109,Safe
Tashin Tuhin,1st Year - Sem 1,16,7,10,24,36,2.75,77,Medium Risk
Karim Uddin,4th Year - Sem 2,12,2,9,14,26,0.0,51,High Risk
Nadia Islam,3rd Year - Sem 1,20,9,18,34,51,4.0,112,Safe
Tashin Tuhin,2nd Year - Sem 1,18,8,11,28,34,3.0,81,Safe
Ahad Ali,1st Year - Sem 2,12,7,12,30,43,3.5,92,Safe
Ahad Ali,3rd Year - Sem 1,24,9,15,39,54,4.0,117,Safe
Karim Uddin,3rd Year - Sem 2,23,9,17,39,60,4.0,125,Safe
Karim Uddin,3rd Year - Sem 1,17,8,14,28,40,3.25,90,Safe
Nadia Islam,3rd Year - Sem 2,21,9,20,31,54,4.0,114,Safe
Shibay Yadav,4th Year - Sem 2,20,8,19,34,49,4.0,110,Safe
Shibay Yadav,2nd Year - Sem 1,23,8,18,31,51,4.0,108,Safe
Nadia Islam,3rd Year - Sem 1,22,10,15,31,57,4.0,113,Safe
Tashin Tuhin,1st Year - Sem 1,2,1,1,8,4,0.0,14,High Risk
Karim Uddin,3rd Year - Sem 2,20,7,15,23,41,3.25,86,Safe
Ahad Ali,4th Year - Sem 2,12,5,1,5,28,0.0,39,High Risk
Shibay Yadav,1st Year - Sem 2,12,3,4,4,13,0.0,24,High Risk
Shibay Yadav,3rd Year - Sem 1,22,10,16,40,50,4.0,116,Safe
Tashin Tuhin,2nd Year - Sem 2,2,5,1,12,5,0.0,23,High Risk
Rakib Hasan,3rd Year - Sem 2,16,8,10,24,44,3.25,86,Safe
Ahad Ali,2nd Year - Sem 2,20,5,11,26,36,3.0,78,Safe
Ahad Ali,2nd Year - Sem 1,17,5,10,22,36,2.75,73,Medium Risk
Shibay Yadav,4th Year - Sem 1,14,5,14,28,37,3.0,84,Safe
Shibay Yadav,3rd Year - Sem 2,4,5,6,1,30,0.0,42,High Risk
Karim Uddin,4th Year - Sem 2,23,8,20,38,56,4.0,122,Safe
Tashin Tuhin,1st Year - Sem 2,13,7,14,27,45,3.5,93,Safe
Ahad Ali,4th Year - Sem 2,2,5,4,8,6,0.0,23,High Risk
Shibay Yadav,2nd Year - Sem 1,22,9,20,38,53,4.0,120,Safe
Ahad Ali,1st Year - Sem 1,21,9,17,32,59,4.0,117,Safe
Ahad Ali,1st Year - Sem 1,21,9,19,35,49,4.0,112,Safe
Karim Uddin,2nd Year - Sem 2,21,9,15,39,60,4.0,123,Safe
Tashin Tuhin,3rd Year - Sem 2,12,5,10,26,30,2.5,71,Medium Risk
Karim Uddin,1st Year - Sem 1,21,10,18,37,54,4.0,119,Safe
Ahad Ali,1st Year - Sem 2,21,9,17,36,52,4.0,114,Safe
Shibay Yadav,3rd Year - Sem 2,13,7,14,28,36,3.25,85,Safe
Shibay Yadav,1st Year - Sem 1,20,10,18,33,45,4.0,106,Safe
Nadia Islam,4th Year - Sem 1,17,8,11,28,33,3.0,80,Safe
Rakib Hasan,4th Year - Sem 2,6,0,1,3,21,0.0,25,High Risk
Ahad Ali,4th Year - Sem 1,16,6,12,21,41,3.0,80,Safe
Rakib Hasan,4th Year - Sem 2,8,2,9,3,10,0.0,24,High Risk
Tashin Tuhin,1st Year - Sem 2,22,8,20,37,48,4.0,113,Safe
Rakib Hasan,3rd Year - Sem 2,15,6,13,20,36,2.75,75,Medium Risk
Rakib Hasan,1st Year - Sem 2,23,9,18,35,50,4.0,112,Safe
Ahad Ali,2nd Year - Sem 2,24,10,19,38,57,4.0,124,Safe
Ahad Ali,4th Year - Sem 1,24,10,19,34,52,4.0,115,Safe
Ahad Ali,1st Year - Sem 1,13,7,14,29,44,3.5,94,Safe
Ahad Ali,1st Year - Sem 2,13,7,13,23,41,3.0,84,Safe
Ahad Ali,2nd Year - Sem 2,14,8,13,22,32,2.75,75,Medium Risk
Tashin Tuhin,3rd Year - Sem 2,12,6,12,27,44,3.25,89,Safe
Ahad Ali,1st Year - Sem 2,10,1,5,7,30,0.0,43,High Risk
Ahad Ali,3rd Year - Sem 1,19,7,10,20,33,2.5,70,Medium Risk
Shibay Yadav,4th Year - Sem 2,21,10,16,33,50,4.0,109,Safe
Ahad Ali,4th Year - Sem 2,20,8,20,31,46,4.0,105,Safe
Rakib Hasan,1st Year - Sem 2,7,1,10,0,23,0.0,34,High Risk
Shibay Yadav,2nd Year - Sem 1,17,6,10,22,43,3.0,81,Safe
Nadia Islam,2nd Year - Sem 2,6,3,2,4,18,0.0,27,High Risk
Rakib Hasan,4th Year - Sem 1,14,7,11,26,44,3.25,88,Safe
Nadia Islam,4th Year - Sem 1,21,10,18,40,54,4.0,122,Safe
Nadia Islam,1st Year - Sem 1,23,8,17,40,48,4.0,113,Safe
Tashin Tuhin,2nd Year - Sem 1,16,6,11,27,35,3.0,79,Safe
Karim Uddin,1st Year - Sem 2,12,6,11,26,43,3.25,86,Safe
Nadia Islam,2nd Year - Sem 2,23,9,15,33,50,4.0,107,Safe
Tashin Tuhin,2nd Year - Sem 2,8,4,2,9,18,0.0,33,High Risk
Tashin Tuhin,3rd Year - Sem 1,23,9,15,30,58,4.0,112,Safe
Ahad Ali,3rd Year - Sem 2,17,7,10,28,44,3.25,89,Safe
Nadia Islam,1st Year - Sem 1,24,9,15,40,55,4.0,119,Safe
Tashin Tuhin,3rd Year - Sem 2,24,10,20,37,60,4.0,127,Safe
Rakib Hasan,3rd Year - Sem 1,14,5,10,20,42,2.75,77,Medium Risk
Shibay Yadav,4th Year - Sem 1,20,5,11,26,40,3.0,82,Safe
Tashin Tuhin,2nd Year - Sem 2,16,5,14,21,44,3.0,84,Safe
Nadia Islam,1st Year - Sem 2,21,9,18,40,56,4.0,123,Safe
Ahad Ali,1st Year - Sem 2,18,5,10,21,42,3.0,78,Safe
Rakib Hasan,2nd Year - Sem 1,2,3,7,5,12,0.0,27,High Risk
Shibay Yadav,3rd Year - Sem 2,20,8,15,37,53,4.0,113,Safe
Nadia Islam,2nd Year - Sem 1,9,3,1,8,29,0.0,41,High Risk
Rakib Hasan,2nd Year - Sem 1,4,3,6,2,10,0.0,21,High Risk
Tashin Tuhin,2nd Year - Sem 2,20,9,17,32,52,4.0,110,Safe
Ahad Ali,1st Year - Sem 2,17,7,11,23,45,3.25,86,Safe
Nadia Islam,3rd Year - Sem 2,22,10,17,37,52,4.0,116,Safe
Nadia Islam,3rd Year - Sem 1,24,9,20,40,45,4.0,114,Safe
Rakib Hasan,4th Year - Sem 1,10,2,9,10,6,0.0,27,High Risk
Ahad Ali,2nd Year - Sem 2,20,5,15,26,45,3.5,91,Safe
Tashin Tuhin,3rd Year - Sem 1,20,6,13,24,42,3.25,85,Safe
Ahad Ali,2nd Year - Sem 2,20,10,17,35,50,4.0,112,Safe
Nadia Islam,1st Year - Sem 2,11,1,10,8,26,0.0,45,High Risk
Shibay Yadav,3rd Year - Sem 1,6,0,5,14,5,0.0,24,High Risk
Tashin Tuhin,3rd Year - Sem 1,24,8,17,35,46,4.0,106,Safe
Tashin Tuhin,2nd Year - Sem 1,20,5,13,27,42,3.25,87,Safe
Nadia Islam,4th Year - Sem 1,24,8,17,30,47,3.75,102,Safe
Rakib Hasan,2nd Year - Sem 2,15,5,15,27,31,3.0,78,Safe
Nadia Islam,1st Year - Sem 2,22,10,20,32,56,4.0,118,Safe
Rakib Hasan,4th Year - Sem 1,17,8,14,27,36,3.25,85,Safe
Tashin Tuhin,4th Year - Sem 2,18,7,13,21,42,3.0,83,Safe
Ahad Ali,2nd Year - Sem 1,20,8,19,34,53,4.0,114,Safe
Rakib Hasan,4th Year - Sem 2,20,8,12,26,34,3.0,80,Safe
Ahad Ali,1st Year - Sem 1,5,2,8,3,0,0.0,13,High Risk
Shibay Yadav,4th Year - Sem 1,21,8,15,34,48,4.0,105,Safe
Karim Uddin,1st Year - Sem 1,18,7,14,23,31,2.75,75,Medium Risk
Ahad Ali,1st Year - Sem 2,18,5,15,27,44,3.5,91,Safe
Shibay Yadav,1st Year - Sem 1,20,10,19,35,57,4.0,121,Safe
Karim Uddin,3rd Year - Sem 1,20,8,16,33,59,4.0,116,Safe
Rakib Hasan,4th Year - Sem 1,14,8,13,28,44,3.5,93,Safe
Tashin Tuhin,3rd Year - Sem 1,12,8,14,22,36,3.0,80,Safe
Karim Uddin,3rd Year - Sem 2,22,9,16,37,54,4.0,116,Safe
Tashin Tuhin,2nd Year - Sem 2,2,4,6,7,11,0.0,28,High Risk
Ahad Ali,2nd Year - Sem 2,18,8,13,29,40,3.25,90,Safe
Tashin Tuhin,4th Year - Sem 2,18,7,10,21,41,3.0,79,Safe
Ahad Ali,4th Year - Sem 2,23,8,17,32,46,3.75,103,Safe
Tashin Tuhin,4th Year - Sem 1,21,10,16,38,45,4.0,109,Safe
Ahad Ali,4th Year - Sem 1,15,8,10,20,31,2.5,69,Medium Risk
Ahad Ali,3rd Year - Sem 2,15,7,13,22,35,2.75,77,Medium Risk
Ahad Ali,4th Year - Sem 1,24,8,17,33,54,4.0,112,Safe
Rakib Hasan,2nd Year - Sem 2,8,0,2,19,13,0.0,34,High Risk
Karim Uddin,1st Year - Sem 1,23,10,15,37,47,4.0,109,Safe
Tashin Tuhin,3rd Year - Sem 1,20,6,10,27,41,3.0,84,Safe
Ahad Ali,1st Year - Sem 1,12,1,4,17,28,0.0,50,High Risk
Rakib Hasan,3rd Year - Sem 1,14,7,13,25,35,3.0,80,Safe
Ahad Ali,4th Year - Sem 2,17,6,14,21,42,3.0,83,Safe
Shibay Yadav,1st Year - Sem 1,20,5,15,30,39,3.25,89,Safe
Rakib Hasan,2nd Year - Sem 2,18,8,15,21,43,3.25,87,Safe
Shibay Yadav,4th Year - Sem 1,13,8,11,28,43,3.25,90,Safe
Karim Uddin,2nd Year - Sem 2,22,8,20,34,54,4.0,116,Safe
Nadia Islam,3rd Year - Sem 2,14,7,14,28,35,3.0,84,Safe
Nadia Islam,1st Year - Sem 2,13,6,11,26,32,2.75,75,Medium Risk
Nadia Islam,3rd Year - Sem 1,23,9,18,37,59,4.0,123,Safe
Nadia Islam,1st Year - Sem 1,2,2,9,16,22,0.0,49,High Risk
Nadia Islam,1st Year - Sem 1,12,5,13,26,39,3.0,83,Safe
Tashin Tuhin,2nd Year - Sem 2,13,6,13,20,40,3.0,79,Safe
Shibay Yadav,2nd Year - Sem 1,20,8,17,37,50,4.0,112,Safe
Tashin Tuhin,3rd Year - Sem 1,17,5,15,29,42,3.5,91,Safe
Shibay Yadav,2nd Year - Sem 2,20,10,18,35,52,4.0,115,Safe
Karim Uddin,2nd Year - Sem 2,22,8,16,38,46,4.0,108,Safe
Karim Uddin,4th Year - Sem 1,12,6,11,22,40,3.0,79,Safe
Shibay Yadav,3rd Year - Sem 2,17,8,10,25,40,3.0,83,Safe
Karim Uddin,2nd Year - Sem 2,5,5,5,8,30,0.0,48,High Risk
Rakib Hasan,4th Year - Sem 1,24,9,18,36,54,4.0,117,Safe
Rakib Hasan,3rd Year - Sem 1,17,7,10,26,45,3.25,88,Safe
Tashin Tuhin,3rd Year - Sem 1,3,2,6,16,18,0.0,42,High Risk
Karim Uddin,4th Year - Sem 1,23,9,16,32,56,4.0,113,Safe
Nadia Islam,2nd Year - Sem 1,14,7,15,26,43,3.5,91,Safe
Rakib Hasan,2nd Year - Sem 1,9,2,7,18,2,0.0,29,High Risk
Karim Uddin,1st Year - Sem 2,16,5,15,25,31,2.75,76,Medium Risk
Rakib Hasan,2nd Year - Sem 2,7,5,6,4,27,0.0,42,High Risk
Shibay Yadav,2nd Year - Sem 2,19,6,13,28,31,3.0,78,Safe
Ahad Ali,2nd Year - Sem 1,18,8,11,23,30,2.75,72,Medium Risk
Tashin Tuhin,4th Year - Sem 1,4,1,7,10,1,0.0,19,High Risk
Shibay Yadav,2nd Year - Sem 2,8,1,4,5,2,0.0,12,High Risk
Rakib Hasan,4th Year - Sem 1,14,6,13,23,39,3.0,81,Safe
Karim Uddin,4th Year - Sem 1,22,9,17,32,54,4.0,112,Safe
Tashin Tuhin,4th Year - Sem 2,9,5,0,19,20,0.0,44,High Risk
Shibay Yadav,1st Year - Sem 2,23,8,18,37,50,4.0,113,Safe
Rakib Hasan,1st Year - Sem 1,22,9,20,36,53,4.0,118,Safe
Rakib Hasan,1st Year - Sem 1,21,10,15,40,50,4.0,115,Safe
Nadia Islam,2nd Year - Sem 2,21,8,16,35,55,4.0,114,Safe
Nadia Islam,1st Year - Sem 2,24,10,19,31,50,4.0,110,Safe
Karim Uddin,4th Year - Sem 2,17,5,15,25,41,3.25,86,Safe
Nadia Islam,3rd Year - Sem 2,23,8,15,36,56,4.0,115,Safe
Tashin Tuhin,2nd Year - Sem 1,21,8,19,31,58,4.0,116,Safe
Tashin Tuhin,3rd Year - Sem 2,24,8,20,37,58,4.0,123,Safe
Ahad Ali,3rd Year - Sem 2,14,8,10,22,40,3.0,80,Safe
Ahad Ali,4th Year - Sem 1,14,7,14,30,38,3.25,89,Safe
Tashin Tuhin,1st Year - Sem 2,5,2,6,0,13,0.0,21,High Risk
Tashin Tuhin,2nd Year - Sem 1,14,7,15,28,31,3.0,81,Safe
Shibay Yadav,3rd Year - Sem 2,23,9,17,33,57,4.0,116,Safe
Shibay Yadav,1st Year - Sem 1,10,0,8,11,8,0.0,27,High Risk
Karim Uddin,3rd Year - Sem 1,13,8,15,22,32,2.75,77,Medium Risk
Karim Uddin,3rd Year - Sem 1,24,10,19,34,49,4.0,112,Safe
Karim Uddin,1st Year - Sem 1,11,0,0,0,12,0.0,12,High Risk
Karim Uddin,1st Year - Sem 1,16,6,14,20,35,2.75,75,Medium Risk
Rakib Hasan,4th Year - Sem 1,12,5,13,20,32,2.5,70,Medium Risk
Karim Uddin,1st Year - Sem 1,13,7,10,23,33,2.75,73,Medium Risk
Ahad Ali,3rd Year - Sem 1,14,8,13,26,44,3.5,91,Safe
Ahad Ali,4th Year - Sem 2,3,5,2,17,16,0.0,40,High Risk
Karim Uddin,2nd Year - Sem 1,14,5,12,21,37,2.75,75,Medium Risk
Shibay Yadav,3rd Year - Sem 2,13,8,11,28,44,3.5,91,Safe
Shibay Yadav,1st Year - Sem 1,20,9,17,34,54,4.0,114,Safe
Rakib Hasan,2nd Year - Sem 2,1,2,6,5,17,0.0,30,High Risk
Shibay Yadav,3rd Year - Sem 2,12,5,11,21,34,2.5,71,Medium Risk
Shibay Yadav,1st Year - Sem 2,12,7,15,30,34,3.25,86,Safe
Karim Uddin,2nd Year - Sem 2,1,1,4,19,2,0.0,26,High Risk
Nadia Islam,1st Year - Sem 1,20,8,18,38,52,4.0,116,Safe
Karim Uddin,1st Year - Sem 2,15,5,14,28,37,3.0,84,Safe
Ahad Ali,3rd Year - Sem 1,22,10,20,38,46,4.0,114,Safe
Rakib Hasan,3rd Year - Sem 2,20,8,20,34,55,4.0,117,Safe
Shibay Yadav,1st Year - Sem 2,16,6,10,23,43,3.0,82,Safe
Tashin Tuhin,2nd Year - Sem 1,22,9,15,39,53,4.0,116,Safe
Rakib Hasan,4th Year - Sem 2,21,8,20,37,51,4.0,116,Safe
Tashin Tuhin,3rd Year - Sem 1,22,8,17,31,59,4.0,115,Safe
Shibay Yadav,4th Year - Sem 2,22,8,18,30,45,3.75,101,Safe
Karim Uddin,2nd Year - Sem 2,12,5,3,3,27,0.0,38,High Risk
Karim Uddin,1st Year - Sem 1,23,8,19,34,56,4.0,117,Safe
Karim Uddin,3rd Year - Sem 2,23,9,19,34,51,4.0,113,Safe
Ahad Ali,3rd Year - Sem 1,14,5,10,21,35,2.5,71,Medium Risk
Shibay Yadav,3rd Year - Sem 2,1,0,9,16,23,0.0,48,High Risk
Nadia Islam,4th Year - Sem 2,22,10,17,34,55,4.0,116,Safe
Shibay Yadav,4th Year - Sem 1,15,6,13,29,43,3.5,91,Safe
Rakib Hasan,4th Year - Sem 1,5,4,1,14,14,0.0,33,High Risk
Nadia Islam,3rd Year - Sem 2,7,3,6,8,14,0.0,31,High Risk
Ahad Ali,1st Year - Sem 2,20,8,20,34,47,4.0,109,Safe
Rakib Hasan,4th Year - Sem 1,21,10,19,39,46,4.0,114,Safe
Rakib Hasan,1st Year - Sem 2,20,8,16,37,54,4.0,115,Safe
Karim Uddin,1st Year - Sem 1,24,10,20,40,52,4.0,122,Safe
Rakib Hasan,3rd Year - Sem 1,12,6,15,26,31,3.0,78,Safe
Nadia Islam,4th Year - Sem 1,20,5,12,27,42,3.25,86,Safe
Ahad Ali,2nd Year - Sem 1,7,3,1,14,25,0.0,43,High Risk
